"SYSTEM", "1", "SYSTEM", "System Start", ""
"main", "93", "GumballMachineTestDrive.java:64", "Method Call", "caller=GumballMachine:1#insertQuarter:1, target=NoQuarterState:1#insertQuarter:1"
"main", "94", "GumballMachineTestDrive.java:157", "Method Entered", ""
"main", "95", "GumballMachineTestDrive.java:159", "Line Step", "file=GumballMachineTestDrive.java, line=159"
"main", "96", "GumballMachineTestDrive.java:160", "Line Step", "file=GumballMachineTestDrive.java, line=160"
"main", "97", "GumballMachineTestDrive.java:160", "Field Read", "context=NoQuarterState:1, gumballMachine"
"main", "98", "GumballMachineTestDrive.java:160", "Field Read", "context=NoQuarterState:1, gumballMachine"
"main", "99", "GumballMachineTestDrive.java:160", "Method Call", "caller=NoQuarterState:1#insertQuarter:1, target=GumballMachine:1#getHasQuarterState:1"
"main", "100", "GumballMachineTestDrive.java:95", "Method Entered", ""
"main", "101", "GumballMachineTestDrive.java:96", "Line Step", "file=GumballMachineTestDrive.java, line=96"
"main", "102", "GumballMachineTestDrive.java:96", "Field Read", "context=GumballMachine:1, hasQuarterState"
"main", "103", "GumballMachineTestDrive.java:96", "Variable Write", "context=GumballMachine:1#getHasQuarterState:1, result=HasQuarterState:1"
"main", "104", "GumballMachineTestDrive.java:96", "Method Exit", "returner=GumballMachine:1#getHasQuarterState:1, value=HasQuarterState:1"
"main", "105", "GumballMachineTestDrive.java:160", "Method Returned", ""
"main", "106", "GumballMachineTestDrive.java:160", "Line Step", "file=GumballMachineTestDrive.java, line=160"
"main", "107", "GumballMachineTestDrive.java:160", "Method Call", "caller=NoQuarterState:1#insertQuarter:1, target=GumballMachine:1#setState:1"
"main", "108", "GumballMachineTestDrive.java:76", "Method Entered", ""
"main", "109", "GumballMachineTestDrive.java:76", "Variable Write", "context=GumballMachine:1#setState:1, state=HasQuarterState:1"
"main", "110", "GumballMachineTestDrive.java:77", "Line Step", "file=GumballMachineTestDrive.java, line=77"
"main", "111", "GumballMachineTestDrive.java:77", "Field Write", "context=GumballMachine:1, state=HasQuarterState:1"
"main", "112", "GumballMachineTestDrive.java:78", "Line Step", "file=GumballMachineTestDrive.java, line=78"
"main", "113", "GumballMachineTestDrive.java:78", "Method Exit", "returner=GumballMachine:1#setState:1, value=<void>"
"main", "114", "GumballMachineTestDrive.java:160", "Method Returned", ""
"main", "115", "GumballMachineTestDrive.java:162", "Line Step", "file=GumballMachineTestDrive.java, line=162"
"main", "116", "GumballMachineTestDrive.java:162", "Method Exit", "returner=NoQuarterState:1#insertQuarter:1, value=<void>"
"main", "117", "GumballMachineTestDrive.java:64", "Method Returned", ""
"main", "118", "GumballMachineTestDrive.java:65", "Line Step", "file=GumballMachineTestDrive.java, line=65"
"main", "119", "GumballMachineTestDrive.java:65", "Method Exit", "returner=GumballMachine:1#insertQuarter:1, value=<void>"
"main", "120", "GumballMachineTestDrive.java:10", "Method Returned", ""
"main", "121", "GumballMachineTestDrive.java:11", "Line Step", "file=GumballMachineTestDrive.java, line=11"
"main", "122", "GumballMachineTestDrive.java:11", "Method Call", "caller=GumballMachineTestDrive#main:1, target=GumballMachine:1#turnCrank:1"
"main", "123", "GumballMachineTestDrive.java:71", "Method Entered", ""
"main", "124", "GumballMachineTestDrive.java:72", "Line Step", "file=GumballMachineTestDrive.java, line=72"
"main", "125", "GumballMachineTestDrive.java:72", "Field Read", "context=GumballMachine:1, state"
"main", "126", "GumballMachineTestDrive.java:72", "Method Call", "caller=GumballMachine:1#turnCrank:1, target=HasQuarterState:1#turnCrank:1"
"main", "127", "GumballMachineTestDrive.java:127", "Method Entered", ""
"main", "128", "GumballMachineTestDrive.java:128", "Line Step", "file=GumballMachineTestDrive.java, line=128"
"main", "129", "GumballMachineTestDrive.java:129", "Line Step", "file=GumballMachineTestDrive.java, line=129"
"main", "130", "GumballMachineTestDrive.java:129", "Field Read", "context=HasQuarterState:1, gumballMachine"
"main", "131", "GumballMachineTestDrive.java:129", "Field Read", "context=HasQuarterState:1, gumballMachine"
"main", "132", "GumballMachineTestDrive.java:129", "Method Call", "caller=HasQuarterState:1#turnCrank:1, target=GumballMachine:1#getSoldState:1"
"main", "133", "GumballMachineTestDrive.java:91", "Method Entered", ""
"main", "134", "GumballMachineTestDrive.java:92", "Line Step", "file=GumballMachineTestDrive.java, line=92"
"main", "135", "GumballMachineTestDrive.java:92", "Field Read", "context=GumballMachine:1, soldState"
"main", "136", "GumballMachineTestDrive.java:92", "Variable Write", "context=GumballMachine:1#getSoldState:1, result=SoldState:1"
"main", "137", "GumballMachineTestDrive.java:92", "Method Exit", "returner=GumballMachine:1#getSoldState:1, value=SoldState:1"
"main", "138", "GumballMachineTestDrive.java:129", "Method Returned", ""
"main", "139", "GumballMachineTestDrive.java:129", "Line Step", "file=GumballMachineTestDrive.java, line=129"
"main", "140", "GumballMachineTestDrive.java:129", "Method Call", "caller=HasQuarterState:1#turnCrank:1, target=GumballMachine:1#setState:2"
"main", "141", "GumballMachineTestDrive.java:76", "Method Entered", ""
"main", "142", "GumballMachineTestDrive.java:76", "Variable Write", "context=GumballMachine:1#setState:2, state=SoldState:1"
"main", "143", "GumballMachineTestDrive.java:77", "Line Step", "file=GumballMachineTestDrive.java, line=77"
"main", "144", "GumballMachineTestDrive.java:77", "Field Write", "context=GumballMachine:1, state=SoldState:1"
"main", "145", "GumballMachineTestDrive.java:78", "Line Step", "file=GumballMachineTestDrive.java, line=78"
"main", "146", "GumballMachineTestDrive.java:78", "Method Exit", "returner=GumballMachine:1#setState:2, value=<void>"
"main", "147", "GumballMachineTestDrive.java:129", "Method Returned", ""
"main", "148", "GumballMachineTestDrive.java:131", "Line Step", "file=GumballMachineTestDrive.java, line=131"
"main", "149", "GumballMachineTestDrive.java:131", "Method Exit", "returner=HasQuarterState:1#turnCrank:1, value=<void>"
"main", "150", "GumballMachineTestDrive.java:72", "Method Returned", ""
"main", "151", "GumballMachineTestDrive.java:73", "Line Step", "file=GumballMachineTestDrive.java, line=73"
"main", "152", "GumballMachineTestDrive.java:73", "Field Read", "context=GumballMachine:1, state"
"main", "153", "GumballMachineTestDrive.java:73", "Method Call", "caller=GumballMachine:1#turnCrank:1, target=SoldState:1#dispense:1"
"main", "154", "GumballMachineTestDrive.java:246", "Method Entered", ""
"main", "155", "GumballMachineTestDrive.java:247", "Line Step", "file=GumballMachineTestDrive.java, line=247"
"main", "156", "GumballMachineTestDrive.java:247", "Field Read", "context=SoldState:1, gumballMachine"
"main", "157", "GumballMachineTestDrive.java:247", "Method Call", "caller=SoldState:1#dispense:1, target=GumballMachine:1#releaseBall:1"
"main", "158", "GumballMachineTestDrive.java:80", "Method Entered", ""
"main", "159", "GumballMachineTestDrive.java:81", "Line Step", "file=GumballMachineTestDrive.java, line=81"
"main", "160", "GumballMachineTestDrive.java:82", "Line Step", "file=GumballMachineTestDrive.java, line=82"
"main", "161", "GumballMachineTestDrive.java:82", "Field Read", "context=GumballMachine:1, count"
"main", "162", "GumballMachineTestDrive.java:83", "Line Step", "file=GumballMachineTestDrive.java, line=83"
"main", "163", "GumballMachineTestDrive.java:83", "Field Read", "context=GumballMachine:1, count"
"main", "164", "GumballMachineTestDrive.java:83", "Field Write", "context=GumballMachine:1, count=4"
"main", "165", "GumballMachineTestDrive.java:85", "Line Step", "file=GumballMachineTestDrive.java, line=85"
"main", "166", "GumballMachineTestDrive.java:85", "Method Exit", "returner=GumballMachine:1#releaseBall:1, value=<void>"
"main", "167", "GumballMachineTestDrive.java:247", "Method Returned", ""
"main", "168", "GumballMachineTestDrive.java:248", "Line Step", "file=GumballMachineTestDrive.java, line=248"
"main", "169", "GumballMachineTestDrive.java:248", "Field Read", "context=SoldState:1, gumballMachine"
"main", "170", "GumballMachineTestDrive.java:248", "Method Call", "caller=SoldState:1#dispense:1, target=GumballMachine:1#getCount:1"
"main", "171", "GumballMachineTestDrive.java:100", "Method Entered", ""
"main", "172", "GumballMachineTestDrive.java:102", "Line Step", "file=GumballMachineTestDrive.java, line=102"
"main", "173", "GumballMachineTestDrive.java:102", "Field Read", "context=GumballMachine:1, count"
"main", "174", "GumballMachineTestDrive.java:102", "Variable Write", "context=GumballMachine:1#getCount:1, result=4"
"main", "175", "GumballMachineTestDrive.java:102", "Method Exit", "returner=GumballMachine:1#getCount:1, value=4"
"main", "176", "GumballMachineTestDrive.java:248", "Method Returned", ""
"main", "177", "GumballMachineTestDrive.java:248", "Line Step", "file=GumballMachineTestDrive.java, line=248"
"main", "178", "GumballMachineTestDrive.java:249", "Line Step", "file=GumballMachineTestDrive.java, line=249"
"main", "179", "GumballMachineTestDrive.java:249", "Field Read", "context=SoldState:1, gumballMachine"
"main", "180", "GumballMachineTestDrive.java:249", "Field Read", "context=SoldState:1, gumballMachine"
"main", "181", "GumballMachineTestDrive.java:249", "Method Call", "caller=SoldState:1#dispense:1, target=GumballMachine:1#getNoQuarterState:1"
"main", "182", "GumballMachineTestDrive.java:87", "Method Entered", ""
"main", "183", "GumballMachineTestDrive.java:88", "Line Step", "file=GumballMachineTestDrive.java, line=88"
"main", "184", "GumballMachineTestDrive.java:88", "Field Read", "context=GumballMachine:1, noQuarterState"
"main", "185", "GumballMachineTestDrive.java:88", "Variable Write", "context=GumballMachine:1#getNoQuarterState:1, result=NoQuarterState:1"
"main", "186", "GumballMachineTestDrive.java:88", "Method Exit", "returner=GumballMachine:1#getNoQuarterState:1, value=NoQuarterState:1"
"main", "187", "GumballMachineTestDrive.java:249", "Method Returned", ""
"main", "188", "GumballMachineTestDrive.java:249", "Line Step", "file=GumballMachineTestDrive.java, line=249"
"main", "189", "GumballMachineTestDrive.java:249", "Method Call", "caller=SoldState:1#dispense:1, target=GumballMachine:1#setState:3"
"main", "190", "GumballMachineTestDrive.java:76", "Method Entered", ""
"main", "191", "GumballMachineTestDrive.java:76", "Variable Write", "context=GumballMachine:1#setState:3, state=NoQuarterState:1"
"main", "192", "GumballMachineTestDrive.java:77", "Line Step", "file=GumballMachineTestDrive.java, line=77"
"main", "193", "GumballMachineTestDrive.java:77", "Field Write", "context=GumballMachine:1, state=NoQuarterState:1"
"main", "194", "GumballMachineTestDrive.java:78", "Line Step", "file=GumballMachineTestDrive.java, line=78"
"main", "195", "GumballMachineTestDrive.java:78", "Method Exit", "returner=GumballMachine:1#setState:3, value=<void>"
"main", "196", "GumballMachineTestDrive.java:249", "Method Returned", ""
"main", "197", "GumballMachineTestDrive.java:251", "Line Step", "file=GumballMachineTestDrive.java, line=251"
"main", "198", "GumballMachineTestDrive.java:256", "Line Step", "file=GumballMachineTestDrive.java, line=256"
"main", "199", "GumballMachineTestDrive.java:256", "Method Exit", "returner=SoldState:1#dispense:1, value=<void>"
"main", "200", "GumballMachineTestDrive.java:73", "Method Returned", ""
"main", "201", "GumballMachineTestDrive.java:74", "Line Step", "file=GumballMachineTestDrive.java, line=74"
"main", "202", "GumballMachineTestDrive.java:74", "Method Exit", "returner=GumballMachine:1#turnCrank:1, value=<void>"
"main", "203", "GumballMachineTestDrive.java:11", "Method Returned", ""
"main", "204", "GumballMachineTestDrive.java:12", "Line Step", "file=GumballMachineTestDrive.java, line=12"
"main", "205", "GumballMachineTestDrive.java:13", "Line Step", "file=GumballMachineTestDrive.java, line=13"
"main", "206", "GumballMachineTestDrive.java:13", "Method Call", "caller=GumballMachineTestDrive#main:1, target=GumballMachine:1#insertQuarter:2"
"main", "207", "GumballMachineTestDrive.java:63", "Method Entered", ""
"main", "208", "GumballMachineTestDrive.java:64", "Line Step", "file=GumballMachineTestDrive.java, line=64"
"main", "209", "GumballMachineTestDrive.java:64", "Field Read", "context=GumballMachine:1, state"
"main", "210", "GumballMachineTestDrive.java:64", "Method Call", "caller=GumballMachine:1#insertQuarter:2, target=NoQuarterState:1#insertQuarter:2"
"main", "211", "GumballMachineTestDrive.java:157", "Method Entered", ""
"main", "212", "GumballMachineTestDrive.java:159", "Line Step", "file=GumballMachineTestDrive.java, line=159"
"main", "213", "GumballMachineTestDrive.java:160", "Line Step", "file=GumballMachineTestDrive.java, line=160"
"main", "214", "GumballMachineTestDrive.java:160", "Field Read", "context=NoQuarterState:1, gumballMachine"
"main", "215", "GumballMachineTestDrive.java:160", "Field Read", "context=NoQuarterState:1, gumballMachine"
"main", "216", "GumballMachineTestDrive.java:160", "Method Call", "caller=NoQuarterState:1#insertQuarter:2, target=GumballMachine:1#getHasQuarterState:2"
"main", "217", "GumballMachineTestDrive.java:95", "Method Entered", ""
"main", "218", "GumballMachineTestDrive.java:96", "Line Step", "file=GumballMachineTestDrive.java, line=96"
"main", "219", "GumballMachineTestDrive.java:96", "Field Read", "context=GumballMachine:1, hasQuarterState"
"main", "220", "GumballMachineTestDrive.java:96", "Variable Write", "context=GumballMachine:1#getHasQuarterState:2, result=HasQuarterState:1"
"main", "221", "GumballMachineTestDrive.java:96", "Method Exit", "returner=GumballMachine:1#getHasQuarterState:2, value=HasQuarterState:1"
"main", "222", "GumballMachineTestDrive.java:160", "Method Returned", ""
"main", "223", "GumballMachineTestDrive.java:160", "Line Step", "file=GumballMachineTestDrive.java, line=160"
"main", "224", "GumballMachineTestDrive.java:160", "Method Call", "caller=NoQuarterState:1#insertQuarter:2, target=GumballMachine:1#setState:4"
"main", "225", "GumballMachineTestDrive.java:76", "Method Entered", ""
"main", "226", "GumballMachineTestDrive.java:76", "Variable Write", "context=GumballMachine:1#setState:4, state=HasQuarterState:1"
"main", "227", "GumballMachineTestDrive.java:77", "Line Step", "file=GumballMachineTestDrive.java, line=77"
"main", "228", "GumballMachineTestDrive.java:77", "Field Write", "context=GumballMachine:1, state=HasQuarterState:1"
"main", "229", "GumballMachineTestDrive.java:78", "Line Step", "file=GumballMachineTestDrive.java, line=78"
"main", "230", "GumballMachineTestDrive.java:78", "Method Exit", "returner=GumballMachine:1#setState:4, value=<void>"
"main", "231", "GumballMachineTestDrive.java:160", "Method Returned", ""
"main", "232", "GumballMachineTestDrive.java:162", "Line Step", "file=GumballMachineTestDrive.java, line=162"
"main", "233", "GumballMachineTestDrive.java:162", "Method Exit", "returner=NoQuarterState:1#insertQuarter:2, value=<void>"
"main", "234", "GumballMachineTestDrive.java:64", "Method Returned", ""
"main", "235", "GumballMachineTestDrive.java:65", "Line Step", "file=GumballMachineTestDrive.java, line=65"
"main", "236", "GumballMachineTestDrive.java:65", "Method Exit", "returner=GumballMachine:1#insertQuarter:2, value=<void>"
"main", "237", "GumballMachineTestDrive.java:13", "Method Returned", ""
"main", "238", "GumballMachineTestDrive.java:14", "Line Step", "file=GumballMachineTestDrive.java, line=14"
"main", "239", "GumballMachineTestDrive.java:14", "Method Call", "caller=GumballMachineTestDrive#main:1, target=GumballMachine:1#turnCrank:2"
"main", "240", "GumballMachineTestDrive.java:71", "Method Entered", ""
"main", "241", "GumballMachineTestDrive.java:72", "Line Step", "file=GumballMachineTestDrive.java, line=72"
"main", "242", "GumballMachineTestDrive.java:72", "Field Read", "context=GumballMachine:1, state"
"main", "243", "GumballMachineTestDrive.java:72", "Method Call", "caller=GumballMachine:1#turnCrank:2, target=HasQuarterState:1#turnCrank:2"
"main", "244", "GumballMachineTestDrive.java:127", "Method Entered", ""
"main", "245", "GumballMachineTestDrive.java:128", "Line Step", "file=GumballMachineTestDrive.java, line=128"
"main", "246", "GumballMachineTestDrive.java:129", "Line Step", "file=GumballMachineTestDrive.java, line=129"
"main", "247", "GumballMachineTestDrive.java:129", "Field Read", "context=HasQuarterState:1, gumballMachine"
"main", "248", "GumballMachineTestDrive.java:129", "Field Read", "context=HasQuarterState:1, gumballMachine"
"main", "249", "GumballMachineTestDrive.java:129", "Method Call", "caller=HasQuarterState:1#turnCrank:2, target=GumballMachine:1#getSoldState:2"
"main", "250", "GumballMachineTestDrive.java:91", "Method Entered", ""
"main", "251", "GumballMachineTestDrive.java:92", "Line Step", "file=GumballMachineTestDrive.java, line=92"
"main", "252", "GumballMachineTestDrive.java:92", "Field Read", "context=GumballMachine:1, soldState"
"main", "253", "GumballMachineTestDrive.java:92", "Variable Write", "context=GumballMachine:1#getSoldState:2, result=SoldState:1"
"main", "254", "GumballMachineTestDrive.java:92", "Method Exit", "returner=GumballMachine:1#getSoldState:2, value=SoldState:1"
"main", "255", "GumballMachineTestDrive.java:129", "Method Returned", ""
"main", "256", "GumballMachineTestDrive.java:129", "Line Step", "file=GumballMachineTestDrive.java, line=129"
"main", "257", "GumballMachineTestDrive.java:129", "Method Call", "caller=HasQuarterState:1#turnCrank:2, target=GumballMachine:1#setState:5"
"main", "258", "GumballMachineTestDrive.java:76", "Method Entered", ""
"main", "259", "GumballMachineTestDrive.java:76", "Variable Write", "context=GumballMachine:1#setState:5, state=SoldState:1"
"main", "260", "GumballMachineTestDrive.java:77", "Line Step", "file=GumballMachineTestDrive.java, line=77"
"main", "261", "GumballMachineTestDrive.java:77", "Field Write", "context=GumballMachine:1, state=SoldState:1"
"main", "262", "GumballMachineTestDrive.java:78", "Line Step", "file=GumballMachineTestDrive.java, line=78"
"main", "263", "GumballMachineTestDrive.java:78", "Method Exit", "returner=GumballMachine:1#setState:5, value=<void>"
"main", "264", "GumballMachineTestDrive.java:129", "Method Returned", ""
"main", "265", "GumballMachineTestDrive.java:131", "Line Step", "file=GumballMachineTestDrive.java, line=131"
"main", "266", "GumballMachineTestDrive.java:131", "Method Exit", "returner=HasQuarterState:1#turnCrank:2, value=<void>"
"main", "267", "GumballMachineTestDrive.java:72", "Method Returned", ""
"main", "268", "GumballMachineTestDrive.java:73", "Line Step", "file=GumballMachineTestDrive.java, line=73"
"main", "269", "GumballMachineTestDrive.java:73", "Field Read", "context=GumballMachine:1, state"
"main", "270", "GumballMachineTestDrive.java:73", "Method Call", "caller=GumballMachine:1#turnCrank:2, target=SoldState:1#dispense:2"
"main", "271", "GumballMachineTestDrive.java:246", "Method Entered", ""
"main", "272", "GumballMachineTestDrive.java:247", "Line Step", "file=GumballMachineTestDrive.java, line=247"
"main", "273", "GumballMachineTestDrive.java:247", "Field Read", "context=SoldState:1, gumballMachine"
"main", "274", "GumballMachineTestDrive.java:247", "Method Call", "caller=SoldState:1#dispense:2, target=GumballMachine:1#releaseBall:2"
"main", "275", "GumballMachineTestDrive.java:80", "Method Entered", ""
"main", "276", "GumballMachineTestDrive.java:81", "Line Step", "file=GumballMachineTestDrive.java, line=81"
"main", "277", "GumballMachineTestDrive.java:82", "Line Step", "file=GumballMachineTestDrive.java, line=82"
"main", "278", "GumballMachineTestDrive.java:82", "Field Read", "context=GumballMachine:1, count"
"main", "279", "GumballMachineTestDrive.java:83", "Line Step", "file=GumballMachineTestDrive.java, line=83"
"main", "280", "GumballMachineTestDrive.java:83", "Field Read", "context=GumballMachine:1, count"
