"SYSTEM", "1", "SYSTEM", "System Start", ""
"main", "104", "RaceCarClient.java:3", "Line Step", "file=RaceCarClient.java, line=3"
"main", "105", "RaceCarClient.java:10", "Line Step", "file=RaceCarClient.java, line=10"
"main", "106", "RaceCarClient.java:10", "Field Write", "context=RaceCarClient:3, currentX=0"
"main", "107", "RaceCarClient.java:11", "Line Step", "file=RaceCarClient.java, line=11"
"main", "108", "RaceCarClient.java:11", "Field Write", "context=RaceCarClient:3, currentY=0"
"main", "109", "RaceCarClient.java:5", "Line Step", "file=RaceCarClient.java, line=5"
"main", "110", "RaceCarClient.java:5", "Method Call", "caller=RaceCarClient:3#RaceCarClient:3, target=CarFactory#getRaceCar:3"
"main", "111", "CarFactory.java:7", "Method Entered", ""
"main", "112", "CarFactory.java:7", "Variable Write", "context=CarFactory#getRaceCar:3, key=""Midget"""
"main", "113", "CarFactory.java:8", "Line Step", "file=CarFactory.java, line=8"
"main", "114", "CarFactory.java:8", "Field Read", "context=CarFactory, flyweights"
"main", "115", "CarFactory.java:9", "Line Step", "file=CarFactory.java, line=9"
"main", "116", "CarFactory.java:9", "Field Read", "context=CarFactory, flyweights"
"main", "117", "CarFactory.java:9", "Variable Write", "context=CarFactory#getRaceCar:3, result=FlyweightMidgetCar:1"
"main", "118", "CarFactory.java:9", "Method Exit", "returner=CarFactory#getRaceCar:3, value=FlyweightMidgetCar:1"
"main", "119", "RaceCarClient.java:5", "Method Returned", ""
"main", "120", "RaceCarClient.java:5", "Line Step", "file=RaceCarClient.java, line=5"
"main", "121", "RaceCarClient.java:5", "Field Write", "context=RaceCarClient:3, raceCar=FlyweightMidgetCar:1"
"main", "122", "RaceCarClient.java:6", "Line Step", "file=RaceCarClient.java, line=6"
"main", "123", "RaceCarClient.java:6", "Method Exit", "returner=RaceCarClient:3#RaceCarClient:3, value=<void>"
"main", "124", "RaceCarClientTest.java:8", "Method Returned", ""
"main", "125", "RaceCarClientTest.java:8", "Line Step", "file=RaceCarClientTest.java, line=8"
"main", "126", "RaceCarClientTest.java:9", "Line Step", "file=RaceCarClientTest.java, line=9"
"main", "127", "RaceCarClientTest.java:9", "New Object", "object=RaceCarClient:4"
"main", "128", "RaceCarClientTest.java:9", "Method Call", "caller=RaceCarClientTest#main:1, target=RaceCarClient:4#RaceCarClient:4"
"main", "129", "RaceCarClient.java:3", "Method Entered", ""
"main", "130", "RaceCarClient.java:3", "Variable Write", "context=RaceCarClient:4#RaceCarClient:4, name=""Sprint"""
"main", "131", "RaceCarClient.java:3", "Line Step", "file=RaceCarClient.java, line=3"
"main", "132", "RaceCarClient.java:10", "Line Step", "file=RaceCarClient.java, line=10"
"main", "133", "RaceCarClient.java:10", "Field Write", "context=RaceCarClient:4, currentX=0"
"main", "134", "RaceCarClient.java:11", "Line Step", "file=RaceCarClient.java, line=11"
"main", "135", "RaceCarClient.java:11", "Field Write", "context=RaceCarClient:4, currentY=0"
"main", "136", "RaceCarClient.java:5", "Line Step", "file=RaceCarClient.java, line=5"
"main", "137", "RaceCarClient.java:5", "Method Call", "caller=RaceCarClient:4#RaceCarClient:4, target=CarFactory#getRaceCar:4"
"main", "138", "CarFactory.java:7", "Method Entered", ""
"main", "139", "CarFactory.java:7", "Variable Write", "context=CarFactory#getRaceCar:4, key=""Sprint"""
"main", "140", "CarFactory.java:8", "Line Step", "file=CarFactory.java, line=8"
"main", "141", "CarFactory.java:8", "Field Read", "context=CarFactory, flyweights"
"main", "142", "CarFactory.java:13", "Line Step", "file=CarFactory.java, line=13"
"main", "143", "CarFactory.java:22", "Line Step", "file=CarFactory.java, line=22"
"main", "144", "SYSTEM", "Type Load", "class=FlyweightSprintCar"
"main", "145", "CarFactory.java:22", "New Object", "object=FlyweightSprintCar:1"
"main", "146", "CarFactory.java:22", "Method Call", "caller=CarFactory#getRaceCar:4, target=FlyweightSprintCar:1#FlyweightSprintCar:1"
"main", "147", "FlyweightSprintCar.java:5", "Method Entered", ""
"main", "148", "FlyweightSprintCar.java:5", "Line Step", "file=FlyweightSprintCar.java, line=5"
"main", "149", "FlyweightSprintCar.java:5", "Method Call", "caller=FlyweightSprintCar:1#FlyweightSprintCar:1, target=RaceCar:2#RaceCar:2"
"main", "150", "RaceCar.java:2", "Method Entered", ""
"main", "151", "RaceCar.java:2", "Line Step", "file=RaceCar.java, line=2"
"main", "152", "RaceCar.java:2", "Method Exit", "returner=RaceCar:2#RaceCar:2, value=<void>"
"main", "153", "FlyweightSprintCar.java:5", "Method Returned", ""
"main", "154", "FlyweightSprintCar.java:7", "Line Step", "file=FlyweightSprintCar.java, line=7"
"main", "155", "FlyweightSprintCar.java:7", "Field Read", "context=FlyweightSprintCar, num"
"main", "156", "FlyweightSprintCar.java:7", "Field Write", "context=FlyweightSprintCar, num=1"
"main", "157", "FlyweightSprintCar.java:8", "Line Step", "file=FlyweightSprintCar.java, line=8"
"main", "158", "FlyweightSprintCar.java:8", "Method Exit", "returner=FlyweightSprintCar:1#FlyweightSprintCar:1, value=<void>"
"main", "159", "CarFactory.java:22", "Method Returned", ""
"main", "160", "CarFactory.java:22", "Line Step", "file=CarFactory.java, line=22"
"main", "161", "CarFactory.java:22", "Variable Write", "context=CarFactory#getRaceCar:4, raceCar=FlyweightSprintCar:1"
"main", "162", "CarFactory.java:23", "Line Step", "file=CarFactory.java, line=23"
"main", "163", "CarFactory.java:23", "Field Write", "context=RaceCar:2, name=""Sprint Car"""
"main", "164", "CarFactory.java:24", "Line Step", "file=CarFactory.java, line=24"
"main", "165", "CarFactory.java:24", "Field Write", "context=RaceCar:2, speed=160"
"main", "166", "CarFactory.java:25", "Line Step", "file=CarFactory.java, line=25"
"main", "167", "CarFactory.java:25", "Field Write", "context=RaceCar:2, horsePower=1000"
"main", "168", "CarFactory.java:26", "Line Step", "file=CarFactory.java, line=26"
"main", "169", "CarFactory.java:30", "Line Step", "file=CarFactory.java, line=30"
"main", "170", "CarFactory.java:30", "Field Read", "context=CarFactory, flyweights"
"main", "171", "CarFactory.java:31", "Line Step", "file=CarFactory.java, line=31"
"main", "172", "CarFactory.java:31", "Variable Write", "context=CarFactory#getRaceCar:4, result=FlyweightSprintCar:1"
"main", "173", "CarFactory.java:31", "Method Exit", "returner=CarFactory#getRaceCar:4, value=FlyweightSprintCar:1"
"main", "174", "RaceCarClient.java:5", "Method Returned", ""
"main", "175", "RaceCarClient.java:5", "Line Step", "file=RaceCarClient.java, line=5"
"main", "176", "RaceCarClient.java:5", "Field Write", "context=RaceCarClient:4, raceCar=FlyweightSprintCar:1"
"main", "177", "RaceCarClient.java:6", "Line Step", "file=RaceCarClient.java, line=6"
"main", "178", "RaceCarClient.java:6", "Method Exit", "returner=RaceCarClient:4#RaceCarClient:4, value=<void>"
"main", "179", "RaceCarClientTest.java:9", "Method Returned", ""
"main", "180", "RaceCarClientTest.java:9", "Line Step", "file=RaceCarClientTest.java, line=9"
"main", "181", "RaceCarClientTest.java:10", "Line Step", "file=RaceCarClientTest.java, line=10"
"main", "182", "RaceCarClientTest.java:10", "New Object", "object=RaceCarClient:5"
"main", "183", "RaceCarClientTest.java:10", "Method Call", "caller=RaceCarClientTest#main:1, target=RaceCarClient:5#RaceCarClient:5"
"main", "184", "RaceCarClient.java:3", "Method Entered", ""
"main", "185", "RaceCarClient.java:3", "Variable Write", "context=RaceCarClient:5#RaceCarClient:5, name=""Sprint"""
"main", "186", "RaceCarClient.java:3", "Line Step", "file=RaceCarClient.java, line=3"
"main", "187", "RaceCarClient.java:10", "Line Step", "file=RaceCarClient.java, line=10"
"main", "188", "RaceCarClient.java:10", "Field Write", "context=RaceCarClient:5, currentX=0"
"main", "189", "RaceCarClient.java:11", "Line Step", "file=RaceCarClient.java, line=11"
"main", "190", "RaceCarClient.java:11", "Field Write", "context=RaceCarClient:5, currentY=0"
"main", "191", "RaceCarClient.java:5", "Line Step", "file=RaceCarClient.java, line=5"
"main", "192", "RaceCarClient.java:5", "Method Call", "caller=RaceCarClient:5#RaceCarClient:5, target=CarFactory#getRaceCar:5"
"main", "193", "CarFactory.java:7", "Method Entered", ""
"main", "194", "CarFactory.java:7", "Variable Write", "context=CarFactory#getRaceCar:5, key=""Sprint"""
"main", "195", "CarFactory.java:8", "Line Step", "file=CarFactory.java, line=8"
"main", "196", "CarFactory.java:8", "Field Read", "context=CarFactory, flyweights"
"main", "197", "CarFactory.java:9", "Line Step", "file=CarFactory.java, line=9"
"main", "198", "CarFactory.java:9", "Field Read", "context=CarFactory, flyweights"
"main", "199", "CarFactory.java:9", "Variable Write", "context=CarFactory#getRaceCar:5, result=FlyweightSprintCar:1"
"main", "200", "CarFactory.java:9", "Method Exit", "returner=CarFactory#getRaceCar:5, value=FlyweightSprintCar:1"
"main", "201", "RaceCarClient.java:5", "Method Returned", ""
"main", "202", "RaceCarClient.java:5", "Line Step", "file=RaceCarClient.java, line=5"
"main", "203", "RaceCarClient.java:5", "Field Write", "context=RaceCarClient:5, raceCar=FlyweightSprintCar:1"
"main", "204", "RaceCarClient.java:6", "Line Step", "file=RaceCarClient.java, line=6"
"main", "205", "RaceCarClient.java:6", "Method Exit", "returner=RaceCarClient:5#RaceCarClient:5, value=<void>"
"main", "206", "RaceCarClientTest.java:10", "Method Returned", ""
"main", "207", "RaceCarClientTest.java:10", "Line Step", "file=RaceCarClientTest.java, line=10"
"main", "208", "RaceCarClientTest.java:11", "Line Step", "file=RaceCarClientTest.java, line=11"
"main", "209", "RaceCarClientTest.java:11", "New Object", "object=RaceCarClient:6"
"main", "210", "RaceCarClientTest.java:11", "Method Call", "caller=RaceCarClientTest#main:1, target=RaceCarClient:6#RaceCarClient:6"
"main", "211", "RaceCarClient.java:3", "Method Entered", ""
"main", "212", "RaceCarClient.java:3", "Variable Write", "context=RaceCarClient:6#RaceCarClient:6, name=""Sprint"""
"main", "213", "RaceCarClient.java:3", "Line Step", "file=RaceCarClient.java, line=3"
"main", "214", "RaceCarClient.java:10", "Line Step", "file=RaceCarClient.java, line=10"
"main", "215", "RaceCarClient.java:10", "Field Write", "context=RaceCarClient:6, currentX=0"
"main", "216", "RaceCarClient.java:11", "Line Step", "file=RaceCarClient.java, line=11"
"main", "217", "RaceCarClient.java:11", "Field Write", "context=RaceCarClient:6, currentY=0"
"main", "218", "RaceCarClient.java:5", "Line Step", "file=RaceCarClient.java, line=5"
"main", "219", "RaceCarClient.java:5", "Method Call", "caller=RaceCarClient:6#RaceCarClient:6, target=CarFactory#getRaceCar:6"
"main", "220", "CarFactory.java:7", "Method Entered", ""
"main", "221", "CarFactory.java:7", "Variable Write", "context=CarFactory#getRaceCar:6, key=""Sprint"""
"main", "222", "CarFactory.java:8", "Line Step", "file=CarFactory.java, line=8"
"main", "223", "CarFactory.java:8", "Field Read", "context=CarFactory, flyweights"
"main", "224", "CarFactory.java:9", "Line Step", "file=CarFactory.java, line=9"
"main", "225", "CarFactory.java:9", "Field Read", "context=CarFactory, flyweights"
"main", "226", "CarFactory.java:9", "Variable Write", "context=CarFactory#getRaceCar:6, result=FlyweightSprintCar:1"
"main", "227", "CarFactory.java:9", "Method Exit", "returner=CarFactory#getRaceCar:6, value=FlyweightSprintCar:1"
"main", "228", "RaceCarClient.java:5", "Method Returned", ""
"main", "229", "RaceCarClient.java:5", "Line Step", "file=RaceCarClient.java, line=5"
"main", "230", "RaceCarClient.java:5", "Field Write", "context=RaceCarClient:6, raceCar=FlyweightSprintCar:1"
"main", "231", "RaceCarClient.java:6", "Line Step", "file=RaceCarClient.java, line=6"
"main", "232", "RaceCarClient.java:6", "Method Exit", "returner=RaceCarClient:6#RaceCarClient:6, value=<void>"
"main", "233", "RaceCarClientTest.java:11", "Method Returned", ""
"main", "234", "RaceCarClientTest.java:11", "Line Step", "file=RaceCarClientTest.java, line=11"
"main", "235", "RaceCarClientTest.java:5", "Line Step", "file=RaceCarClientTest.java, line=5"
"main", "236", "RaceCarClientTest.java:5", "Variable Write", "context=RaceCarClientTest#main:1, raceCars=RaceCarClient[6] (id=50)"
"main", "237", "RaceCarClientTest.java:13", "Line Step", "file=RaceCarClientTest.java, line=13"
"main", "238", "RaceCarClientTest.java:13", "Method Call", "caller=RaceCarClientTest#main:1, target=RaceCarClient:1#moveCar:1"
"main", "239", "RaceCarClient.java:12", "Method Entered", ""
"main", "240", "RaceCarClient.java:12", "Variable Write", "context=RaceCarClient:1#moveCar:1, newX=29"
"main", "241", "RaceCarClient.java:12", "Variable Write", "context=RaceCarClient:1#moveCar:1, newY=3112"
"main", "242", "RaceCarClient.java:14", "Line Step", "file=RaceCarClient.java, line=14"
"main", "243", "RaceCarClient.java:14", "Field Read", "context=RaceCarClient:1, raceCar"
"main", "244", "RaceCarClient.java:14", "Field Read", "context=RaceCarClient:1, currentX"
"main", "245", "RaceCarClient.java:15", "Line Step", "file=RaceCarClient.java, line=15"
"main", "246", "RaceCarClient.java:15", "Field Read", "context=RaceCarClient:1, currentY"
"main", "247", "RaceCarClient.java:14", "Line Step", "file=RaceCarClient.java, line=14"
"main", "248", "RaceCarClient.java:14", "Method Call", "caller=RaceCarClient:1#moveCar:1, target=FlyweightMidgetCar:1#moveCar:1"
"main", "249", "FlyweightMidgetCar.java:13", "Method Entered", ""
"main", "250", "FlyweightMidgetCar.java:13", "Variable Write", "context=FlyweightMidgetCar:1#moveCar:1, newY=3112"
"main", "251", "FlyweightMidgetCar.java:13", "Variable Write", "context=FlyweightMidgetCar:1#moveCar:1, currentY=0"
"main", "252", "FlyweightMidgetCar.java:13", "Variable Write", "context=FlyweightMidgetCar:1#moveCar:1, newX=29"
"main", "253", "FlyweightMidgetCar.java:13", "Variable Write", "context=FlyweightMidgetCar:1#moveCar:1, currentX=0"
"main", "254", "FlyweightMidgetCar.java:15", "Line Step", "file=FlyweightMidgetCar.java, line=15"
"main", "255", "FlyweightMidgetCar.java:15", "Field Read", "context=RaceCar:1, name"
"main", "256", "FlyweightMidgetCar.java:16", "Line Step", "file=FlyweightMidgetCar.java, line=16"
"main", "257", "FlyweightMidgetCar.java:16", "Method Exit", "returner=FlyweightMidgetCar:1#moveCar:1, value=<void>"
"main", "258", "RaceCarClient.java:14", "Method Returned", ""
"main", "259", "RaceCarClient.java:16", "Line Step", "file=RaceCarClient.java, line=16"
"main", "260", "RaceCarClient.java:16", "Field Write", "context=RaceCarClient:1, currentX=29"
"main", "261", "RaceCarClient.java:17", "Line Step", "file=RaceCarClient.java, line=17"
"main", "262", "RaceCarClient.java:17", "Field Write", "context=RaceCarClient:1, currentY=3112"
"main", "263", "RaceCarClient.java:18", "Line Step", "file=RaceCarClient.java, line=18"
"main", "264", "RaceCarClient.java:18", "Method Exit", "returner=RaceCarClient:1#moveCar:1, value=<void>"
"main", "265", "RaceCarClientTest.java:13", "Method Returned", ""
"main", "266", "RaceCarClientTest.java:14", "Line Step", "file=RaceCarClientTest.java, line=14"
"main", "267", "RaceCarClientTest.java:14", "Method Call", "caller=RaceCarClientTest#main:1, target=RaceCarClient:2#moveCar:2"
"main", "268", "RaceCarClient.java:12", "Method Entered", ""
"main", "269", "RaceCarClient.java:12", "Variable Write", "context=RaceCarClient:2#moveCar:2, newX=39"
"main", "270", "RaceCarClient.java:12", "Variable Write", "context=RaceCarClient:2#moveCar:2, newY=2002"
"main", "271", "RaceCarClient.java:14", "Line Step", "file=RaceCarClient.java, line=14"
"main", "272", "RaceCarClient.java:14", "Field Read", "context=RaceCarClient:2, raceCar"
"main", "273", "RaceCarClient.java:14", "Field Read", "context=RaceCarClient:2, currentX"
"main", "274", "RaceCarClient.java:15", "Line Step", "file=RaceCarClient.java, line=15"
"main", "275", "RaceCarClient.java:15", "Field Read", "context=RaceCarClient:2, currentY"
"main", "276", "RaceCarClient.java:14", "Line Step", "file=RaceCarClient.java, line=14"
"main", "277", "RaceCarClient.java:14", "Method Call", "caller=RaceCarClient:2#moveCar:2, target=FlyweightMidgetCar:1#moveCar:2"
"main", "278", "FlyweightMidgetCar.java:13", "Method Entered", ""
"main", "279", "FlyweightMidgetCar.java:13", "Variable Write", "context=FlyweightMidgetCar:1#moveCar:2, newY=2002"
"main", "280", "FlyweightMidgetCar.java:13", "Variable Write", "context=FlyweightMidgetCar:1#moveCar:2, currentY=0"
"main", "281", "FlyweightMidgetCar.java:13", "Variable Write", "context=FlyweightMidgetCar:1#moveCar:2, newX=39"
"main", "282", "FlyweightMidgetCar.java:13", "Variable Write", "context=FlyweightMidgetCar:1#moveCar:2, currentX=0"
"main", "283", "FlyweightMidgetCar.java:15", "Line Step", "file=FlyweightMidgetCar.java, line=15"
"main", "284", "FlyweightMidgetCar.java:15", "Field Read", "context=RaceCar:1, name"
"main", "285", "FlyweightMidgetCar.java:16", "Line Step", "file=FlyweightMidgetCar.java, line=16"
"main", "286", "FlyweightMidgetCar.java:16", "Method Exit", "returner=FlyweightMidgetCar:1#moveCar:2, value=<void>"
"main", "287", "RaceCarClient.java:14", "Method Returned", ""
"main", "288", "RaceCarClient.java:16", "Line Step", "file=RaceCarClient.java, line=16"
"main", "289", "RaceCarClient.java:16", "Field Write", "context=RaceCarClient:2, currentX=39"
"main", "290", "RaceCarClient.java:17", "Line Step", "file=RaceCarClient.java, line=17"
"main", "291", "RaceCarClient.java:17", "Field Write", "context=RaceCarClient:2, currentY=2002"
"main", "292", "RaceCarClient.java:18", "Line Step", "file=RaceCarClient.java, line=18"
"main", "293", "RaceCarClient.java:18", "Method Exit", "returner=RaceCarClient:2#moveCar:2, value=<void>"
"main", "294", "RaceCarClientTest.java:14", "Method Returned", ""
"main", "295", "RaceCarClientTest.java:15", "Line Step", "file=RaceCarClientTest.java, line=15"
"main", "296", "RaceCarClientTest.java:15", "Method Call", "caller=RaceCarClientTest#main:1, target=RaceCarClient:3#moveCar:3"
"main", "297", "RaceCarClient.java:12", "Method Entered", ""
"main", "298", "RaceCarClient.java:12", "Variable Write", "context=RaceCarClient:3#moveCar:3, newX=49"
"main", "299", "RaceCarClient.java:12", "Variable Write", "context=RaceCarClient:3#moveCar:3, newY=1985"
"main", "300", "RaceCarClient.java:14", "Line Step", "file=RaceCarClient.java, line=14"
"main", "301", "RaceCarClient.java:14", "Field Read", "context=RaceCarClient:3, raceCar"
"main", "302", "RaceCarClient.java:14", "Field Read", "context=RaceCarClient:3, currentX"
"main", "303", "RaceCarClient.java:15", "Line Step", "file=RaceCarClient.java, line=15"
"main", "304", "RaceCarClient.java:15", "Field Read", "context=RaceCarClient:3, currentY"
"main", "305", "RaceCarClient.java:14", "Line Step", "file=RaceCarClient.java, line=14"
"main", "306", "RaceCarClient.java:14", "Method Call", "caller=RaceCarClient:3#moveCar:3, target=FlyweightMidgetCar:1#moveCar:3"
