"SYSTEM", "1", "SYSTEM", "System Start", ""
"main", "95", "CandyVendingMachine.java:73", "Method Exit", "returner=Ljava/lang/String;.valueOf(Ljava/lang/Object;), value=<void>"
"main", "96", "CandyVendingMachine.java:73", "Method Exit", "returner=Ljava/lang/String;.valueOf(Ljava/lang/Object;), value=<void>"
"main", "97", "SYSTEM", "Method Returned", ""
"main", "98", "CandyVendingMachine.java:73", "Line Step", "file=CandyVendingMachine.java, line=73"
"main", "99", "CandyVendingMachine.java:73", "Field Read", "context=CandyVendingMachine:1, count"
"main", "100", "CandyVendingMachine.java:73", "Variable Write", "context=CandyVendingMachine:1#toString:1, machineDef=""Current state of machine NoCoinState. Candies available 3"""
"main", "101", "CandyVendingMachine.java:74", "Line Step", "file=CandyVendingMachine.java, line=74"
"main", "102", "CandyVendingMachine.java:74", "Variable Write", "context=CandyVendingMachine:1#toString:1, result=""Current state of machine NoCoinState. Candies available 3"""
"main", "103", "CandyVendingMachine.java:74", "Method Exit", "returner=CandyVendingMachine:1#toString:1, value=""Current state of machine NoCoinState. Candies available 3"""
"main", "104", "CandyVendingMachineTest.java:7", "Method Exit", "returner=Ljava/lang/String;.valueOf(Ljava/lang/Object;), value=<void>"
"main", "105", "CandyVendingMachineTest.java:7", "Method Exit", "returner=Ljava/lang/String;.valueOf(Ljava/lang/Object;), value=<void>"
"main", "106", "CandyVendingMachine.java:73", "Method Returned", ""
"main", "107", "CandyVendingMachineTest.java:7", "Line Step", "file=CandyVendingMachineTest.java, line=7"
"main", "108", "CandyVendingMachineTest.java:7", "Method Call", "caller=CandyVendingMachineTest#main:1, target=CandyVendingMachine:1#insertCoin:1"
"main", "109", "CandyVendingMachine.java:26", "Method Entered", ""
"main", "110", "CandyVendingMachine.java:27", "Line Step", "file=CandyVendingMachine.java, line=27"
"main", "111", "CandyVendingMachine.java:28", "Line Step", "file=CandyVendingMachine.java, line=28"
"main", "112", "CandyVendingMachine.java:28", "Field Read", "context=CandyVendingMachine:1, state"
"main", "113", "CandyVendingMachine.java:28", "Method Call", "caller=CandyVendingMachine:1#insertCoin:1, target=NoCoinState:1#insertCoin:1"
"main", "114", "NoCoinState.java:9", "Method Entered", ""
"main", "115", "NoCoinState.java:10", "Line Step", "file=NoCoinState.java, line=10"
"main", "116", "NoCoinState.java:10", "Field Read", "context=NoCoinState:1, machine"
"main", "117", "NoCoinState.java:10", "Field Read", "context=NoCoinState:1, machine"
"main", "118", "NoCoinState.java:10", "Method Call", "caller=NoCoinState:1#insertCoin:1, target=CandyVendingMachine:1#getContainsCoinState:1"
"main", "119", "CandyVendingMachine.java:59", "Method Entered", ""
"main", "120", "CandyVendingMachine.java:60", "Line Step", "file=CandyVendingMachine.java, line=60"
"main", "121", "CandyVendingMachine.java:60", "Field Read", "context=CandyVendingMachine:1, containsCoinState"
"main", "122", "CandyVendingMachine.java:60", "Variable Write", "context=CandyVendingMachine:1#getContainsCoinState:1, result=ContainsCoinState:1"
"main", "123", "CandyVendingMachine.java:60", "Method Exit", "returner=CandyVendingMachine:1#getContainsCoinState:1, value=ContainsCoinState:1"
"main", "124", "NoCoinState.java:10", "Method Returned", ""
"main", "125", "NoCoinState.java:10", "Line Step", "file=NoCoinState.java, line=10"
"main", "126", "NoCoinState.java:10", "Method Call", "caller=NoCoinState:1#insertCoin:1, target=CandyVendingMachine:1#setState:1"
"main", "127", "CandyVendingMachine.java:56", "Method Entered", ""
"main", "128", "CandyVendingMachine.java:56", "Variable Write", "context=CandyVendingMachine:1#setState:1, state=ContainsCoinState:1"
"main", "129", "CandyVendingMachine.java:57", "Line Step", "file=CandyVendingMachine.java, line=57"
"main", "130", "CandyVendingMachine.java:57", "Field Write", "context=CandyVendingMachine:1, state=ContainsCoinState:1"
"main", "131", "CandyVendingMachine.java:58", "Line Step", "file=CandyVendingMachine.java, line=58"
"main", "132", "CandyVendingMachine.java:58", "Method Exit", "returner=CandyVendingMachine:1#setState:1, value=<void>"
"main", "133", "NoCoinState.java:10", "Method Returned", ""
"main", "134", "NoCoinState.java:11", "Line Step", "file=NoCoinState.java, line=11"
"main", "135", "NoCoinState.java:11", "Method Exit", "returner=NoCoinState:1#insertCoin:1, value=<void>"
"main", "136", "CandyVendingMachine.java:28", "Method Returned", ""
"main", "137", "CandyVendingMachine.java:29", "Line Step", "file=CandyVendingMachine.java, line=29"
"main", "138", "CandyVendingMachine.java:29", "Method Exit", "returner=CandyVendingMachine:1#insertCoin:1, value=<void>"
"main", "139", "CandyVendingMachineTest.java:7", "Method Returned", ""
"main", "140", "CandyVendingMachineTest.java:8", "Line Step", "file=CandyVendingMachineTest.java, line=8"
"main", "141", "SYSTEM", "Method Call", "caller=CandyVendingMachineTest#main:1, target=Ljava/lang/String;.valueOf(Ljava/lang/Object;)"
"main", "142", "SYSTEM", "Method Call", "caller=Ljava/lang/String;.valueOf(Ljava/lang/Object;), target=Ljava/lang/String;.valueOf(Ljava/lang/Object;)"
"main", "143", "SYSTEM", "Method Call", "caller=Ljava/lang/String;.valueOf(Ljava/lang/Object;), target=CandyVendingMachine:1#toString:2"
"main", "144", "CandyVendingMachine.java:72", "Method Entered", ""
"main", "145", "CandyVendingMachine.java:73", "Line Step", "file=CandyVendingMachine.java, line=73"
"main", "146", "CandyVendingMachine.java:73", "Field Read", "context=CandyVendingMachine:1, state"
"main", "147", "SYSTEM", "Method Call", "caller=CandyVendingMachine:1#toString:2, target=Ljava/lang/String;.valueOf(Ljava/lang/Object;)"
"main", "148", "SYSTEM", "Method Call", "caller=Ljava/lang/String;.valueOf(Ljava/lang/Object;), target=Ljava/lang/String;.valueOf(Ljava/lang/Object;)"
"main", "149", "SYSTEM", "Method Call", "caller=Ljava/lang/String;.valueOf(Ljava/lang/Object;), target=ContainsCoinState:1#toString:1"
"main", "150", "ContainsCoinState.java:21", "Method Entered", ""
"main", "151", "ContainsCoinState.java:22", "Line Step", "file=ContainsCoinState.java, line=22"
"main", "152", "ContainsCoinState.java:22", "Variable Write", "context=ContainsCoinState:1#toString:1, result=""ContainsCoinState"""
"main", "153", "ContainsCoinState.java:22", "Method Exit", "returner=ContainsCoinState:1#toString:1, value=""ContainsCoinState"""
"main", "154", "CandyVendingMachine.java:73", "Method Exit", "returner=Ljava/lang/String;.valueOf(Ljava/lang/Object;), value=<void>"
"main", "155", "CandyVendingMachine.java:73", "Method Exit", "returner=Ljava/lang/String;.valueOf(Ljava/lang/Object;), value=<void>"
"main", "156", "SYSTEM", "Method Returned", ""
"main", "157", "CandyVendingMachine.java:73", "Line Step", "file=CandyVendingMachine.java, line=73"
"main", "158", "CandyVendingMachine.java:73", "Field Read", "context=CandyVendingMachine:1, count"
"main", "159", "CandyVendingMachine.java:73", "Variable Write", "context=CandyVendingMachine:1#toString:2, machineDef=""Current state of machine ContainsCoinState. Candies available 3"""
"main", "160", "CandyVendingMachine.java:74", "Line Step", "file=CandyVendingMachine.java, line=74"
"main", "161", "CandyVendingMachine.java:74", "Variable Write", "context=CandyVendingMachine:1#toString:2, result=""Current state of machine ContainsCoinState. Candies available 3"""
"main", "162", "CandyVendingMachine.java:74", "Method Exit", "returner=CandyVendingMachine:1#toString:2, value=""Current state of machine ContainsCoinState. Candies available 3"""
"main", "163", "CandyVendingMachineTest.java:9", "Method Exit", "returner=Ljava/lang/String;.valueOf(Ljava/lang/Object;), value=<void>"
"main", "164", "CandyVendingMachineTest.java:9", "Method Exit", "returner=Ljava/lang/String;.valueOf(Ljava/lang/Object;), value=<void>"
"main", "165", "SYSTEM", "Method Returned", ""
"main", "166", "CandyVendingMachineTest.java:9", "Line Step", "file=CandyVendingMachineTest.java, line=9"
"main", "167", "CandyVendingMachineTest.java:9", "Method Call", "caller=CandyVendingMachineTest#main:1, target=CandyVendingMachine:1#pressButton:1"
"main", "168", "CandyVendingMachine.java:30", "Method Entered", ""
"main", "169", "CandyVendingMachine.java:31", "Line Step", "file=CandyVendingMachine.java, line=31"
"main", "170", "CandyVendingMachine.java:32", "Line Step", "file=CandyVendingMachine.java, line=32"
"main", "171", "CandyVendingMachine.java:32", "Field Read", "context=CandyVendingMachine:1, state"
"main", "172", "CandyVendingMachine.java:32", "Method Call", "caller=CandyVendingMachine:1#pressButton:1, target=ContainsCoinState:1#pressButton:1"
"main", "173", "ContainsCoinState.java:13", "Method Entered", ""
"main", "174", "ContainsCoinState.java:14", "Line Step", "file=ContainsCoinState.java, line=14"
"main", "175", "ContainsCoinState.java:14", "Field Read", "context=ContainsCoinState:1, machine"
"main", "176", "ContainsCoinState.java:14", "Field Read", "context=ContainsCoinState:1, machine"
"main", "177", "ContainsCoinState.java:14", "Method Call", "caller=ContainsCoinState:1#pressButton:1, target=CandyVendingMachine:1#getDispensedState:1"
"main", "178", "CandyVendingMachine.java:65", "Method Entered", ""
"main", "179", "CandyVendingMachine.java:66", "Line Step", "file=CandyVendingMachine.java, line=66"
"main", "180", "CandyVendingMachine.java:66", "Field Read", "context=CandyVendingMachine:1, dispensedState"
"main", "181", "CandyVendingMachine.java:66", "Variable Write", "context=CandyVendingMachine:1#getDispensedState:1, result=DispensedState:1"
"main", "182", "CandyVendingMachine.java:66", "Method Exit", "returner=CandyVendingMachine:1#getDispensedState:1, value=DispensedState:1"
"main", "183", "ContainsCoinState.java:14", "Method Returned", ""
"main", "184", "ContainsCoinState.java:14", "Line Step", "file=ContainsCoinState.java, line=14"
"main", "185", "ContainsCoinState.java:14", "Method Call", "caller=ContainsCoinState:1#pressButton:1, target=CandyVendingMachine:1#setState:2"
"main", "186", "CandyVendingMachine.java:56", "Method Entered", ""
"main", "187", "CandyVendingMachine.java:56", "Variable Write", "context=CandyVendingMachine:1#setState:2, state=DispensedState:1"
"main", "188", "CandyVendingMachine.java:57", "Line Step", "file=CandyVendingMachine.java, line=57"
"main", "189", "CandyVendingMachine.java:57", "Field Write", "context=CandyVendingMachine:1, state=DispensedState:1"
"main", "190", "CandyVendingMachine.java:58", "Line Step", "file=CandyVendingMachine.java, line=58"
"main", "191", "CandyVendingMachine.java:58", "Method Exit", "returner=CandyVendingMachine:1#setState:2, value=<void>"
"main", "192", "ContainsCoinState.java:14", "Method Returned", ""
"main", "193", "ContainsCoinState.java:15", "Line Step", "file=ContainsCoinState.java, line=15"
"main", "194", "ContainsCoinState.java:15", "Method Exit", "returner=ContainsCoinState:1#pressButton:1, value=<void>"
"main", "195", "CandyVendingMachine.java:32", "Method Returned", ""
"main", "196", "CandyVendingMachine.java:33", "Line Step", "file=CandyVendingMachine.java, line=33"
"main", "197", "CandyVendingMachine.java:33", "Field Read", "context=CandyVendingMachine:1, state"
"main", "198", "CandyVendingMachine.java:33", "Method Call", "caller=CandyVendingMachine:1#pressButton:1, target=DispensedState:1#dispense:1"
"main", "199", "DispensedState.java:16", "Method Entered", ""
"main", "200", "DispensedState.java:17", "Line Step", "file=DispensedState.java, line=17"
"main", "201", "DispensedState.java:17", "Field Read", "context=DispensedState:1, machine"
"main", "202", "DispensedState.java:17", "Method Call", "caller=DispensedState:1#dispense:1, target=CandyVendingMachine:1#getCount:1"
"main", "203", "CandyVendingMachine.java:47", "Method Entered", ""
"main", "204", "CandyVendingMachine.java:48", "Line Step", "file=CandyVendingMachine.java, line=48"
"main", "205", "CandyVendingMachine.java:48", "Field Read", "context=CandyVendingMachine:1, count"
"main", "206", "CandyVendingMachine.java:48", "Variable Write", "context=CandyVendingMachine:1#getCount:1, result=3"
"main", "207", "CandyVendingMachine.java:48", "Method Exit", "returner=CandyVendingMachine:1#getCount:1, value=3"
"main", "208", "DispensedState.java:17", "Method Returned", ""
"main", "209", "DispensedState.java:17", "Line Step", "file=DispensedState.java, line=17"
"main", "210", "DispensedState.java:18", "Line Step", "file=DispensedState.java, line=18"
"main", "211", "DispensedState.java:18", "Field Read", "context=DispensedState:1, machine"
"main", "212", "DispensedState.java:18", "Field Read", "context=DispensedState:1, machine"
"main", "213", "DispensedState.java:18", "Method Call", "caller=DispensedState:1#dispense:1, target=CandyVendingMachine:1#getNoCoinState:1"
"main", "214", "CandyVendingMachine.java:41", "Method Entered", ""
"main", "215", "CandyVendingMachine.java:42", "Line Step", "file=CandyVendingMachine.java, line=42"
"main", "216", "CandyVendingMachine.java:42", "Field Read", "context=CandyVendingMachine:1, noCoinState"
"main", "217", "CandyVendingMachine.java:42", "Variable Write", "context=CandyVendingMachine:1#getNoCoinState:1, result=NoCoinState:1"
"main", "218", "CandyVendingMachine.java:42", "Method Exit", "returner=CandyVendingMachine:1#getNoCoinState:1, value=NoCoinState:1"
"main", "219", "DispensedState.java:18", "Method Returned", ""
"main", "220", "DispensedState.java:18", "Line Step", "file=DispensedState.java, line=18"
"main", "221", "DispensedState.java:18", "Method Call", "caller=DispensedState:1#dispense:1, target=CandyVendingMachine:1#setState:3"
"main", "222", "CandyVendingMachine.java:56", "Method Entered", ""
"main", "223", "CandyVendingMachine.java:56", "Variable Write", "context=CandyVendingMachine:1#setState:3, state=NoCoinState:1"
"main", "224", "CandyVendingMachine.java:57", "Line Step", "file=CandyVendingMachine.java, line=57"
"main", "225", "CandyVendingMachine.java:57", "Field Write", "context=CandyVendingMachine:1, state=NoCoinState:1"
"main", "226", "CandyVendingMachine.java:58", "Line Step", "file=CandyVendingMachine.java, line=58"
"main", "227", "CandyVendingMachine.java:58", "Method Exit", "returner=CandyVendingMachine:1#setState:3, value=<void>"
"main", "228", "DispensedState.java:18", "Method Returned", ""
"main", "229", "DispensedState.java:19", "Line Step", "file=DispensedState.java, line=19"
"main", "230", "DispensedState.java:19", "Field Read", "context=DispensedState:1, machine"
"main", "231", "DispensedState.java:19", "Field Read", "context=DispensedState:1, machine"
"main", "232", "DispensedState.java:19", "Method Call", "caller=DispensedState:1#dispense:1, target=CandyVendingMachine:1#getCount:2"
"main", "233", "CandyVendingMachine.java:47", "Method Entered", ""
"main", "234", "CandyVendingMachine.java:48", "Line Step", "file=CandyVendingMachine.java, line=48"
"main", "235", "CandyVendingMachine.java:48", "Field Read", "context=CandyVendingMachine:1, count"
"main", "236", "CandyVendingMachine.java:48", "Variable Write", "context=CandyVendingMachine:1#getCount:2, result=3"
"main", "237", "CandyVendingMachine.java:48", "Method Exit", "returner=CandyVendingMachine:1#getCount:2, value=3"
"main", "238", "DispensedState.java:19", "Method Returned", ""
"main", "239", "DispensedState.java:19", "Line Step", "file=DispensedState.java, line=19"
"main", "240", "DispensedState.java:19", "Method Call", "caller=DispensedState:1#dispense:1, target=CandyVendingMachine:1#setCount:1"
"main", "241", "CandyVendingMachine.java:50", "Method Entered", ""
"main", "242", "CandyVendingMachine.java:50", "Variable Write", "context=CandyVendingMachine:1#setCount:1, count=2"
"main", "243", "CandyVendingMachine.java:51", "Line Step", "file=CandyVendingMachine.java, line=51"
"main", "244", "CandyVendingMachine.java:51", "Field Write", "context=CandyVendingMachine:1, count=2"
"main", "245", "CandyVendingMachine.java:52", "Line Step", "file=CandyVendingMachine.java, line=52"
"main", "246", "CandyVendingMachine.java:52", "Method Exit", "returner=CandyVendingMachine:1#setCount:1, value=<void>"
"main", "247", "DispensedState.java:19", "Method Returned", ""
"main", "248", "DispensedState.java:20", "Line Step", "file=DispensedState.java, line=20"
"main", "249", "DispensedState.java:25", "Line Step", "file=DispensedState.java, line=25"
"main", "250", "DispensedState.java:25", "Method Exit", "returner=DispensedState:1#dispense:1, value=<void>"
"main", "251", "CandyVendingMachine.java:33", "Method Returned", ""
"main", "252", "CandyVendingMachine.java:34", "Line Step", "file=CandyVendingMachine.java, line=34"
"main", "253", "CandyVendingMachine.java:34", "Method Exit", "returner=CandyVendingMachine:1#pressButton:1, value=<void>"
"main", "254", "CandyVendingMachineTest.java:9", "Method Returned", ""
"main", "255", "CandyVendingMachineTest.java:10", "Line Step", "file=CandyVendingMachineTest.java, line=10"
"main", "256", "SYSTEM", "Method Call", "caller=CandyVendingMachineTest#main:1, target=Ljava/lang/String;.valueOf(Ljava/lang/Object;)"
"main", "257", "SYSTEM", "Method Call", "caller=Ljava/lang/String;.valueOf(Ljava/lang/Object;), target=Ljava/lang/String;.valueOf(Ljava/lang/Object;)"
"main", "258", "SYSTEM", "Method Call", "caller=Ljava/lang/String;.valueOf(Ljava/lang/Object;), target=CandyVendingMachine:1#toString:3"
"main", "259", "CandyVendingMachine.java:72", "Method Entered", ""
"main", "260", "CandyVendingMachine.java:73", "Line Step", "file=CandyVendingMachine.java, line=73"
"main", "261", "CandyVendingMachine.java:73", "Field Read", "context=CandyVendingMachine:1, state"
"main", "262", "SYSTEM", "Method Call", "caller=CandyVendingMachine:1#toString:3, target=Ljava/lang/String;.valueOf(Ljava/lang/Object;)"
"main", "263", "SYSTEM", "Method Call", "caller=Ljava/lang/String;.valueOf(Ljava/lang/Object;), target=Ljava/lang/String;.valueOf(Ljava/lang/Object;)"
"main", "264", "SYSTEM", "Method Call", "caller=Ljava/lang/String;.valueOf(Ljava/lang/Object;), target=NoCoinState:1#toString:2"
"main", "265", "NoCoinState.java:21", "Method Entered", ""
"main", "266", "NoCoinState.java:22", "Line Step", "file=NoCoinState.java, line=22"
"main", "267", "NoCoinState.java:22", "Variable Write", "context=NoCoinState:1#toString:2, result=""NoCoinState"""
"main", "268", "NoCoinState.java:22", "Method Exit", "returner=NoCoinState:1#toString:2, value=""NoCoinState"""
"main", "269", "CandyVendingMachine.java:73", "Method Exit", "returner=Ljava/lang/String;.valueOf(Ljava/lang/Object;), value=<void>"
"main", "270", "CandyVendingMachine.java:73", "Method Exit", "returner=Ljava/lang/String;.valueOf(Ljava/lang/Object;), value=<void>"
"main", "271", "SYSTEM", "Method Returned", ""
"main", "272", "CandyVendingMachine.java:73", "Line Step", "file=CandyVendingMachine.java, line=73"
"main", "273", "CandyVendingMachine.java:73", "Field Read", "context=CandyVendingMachine:1, count"
"main", "274", "CandyVendingMachine.java:73", "Variable Write", "context=CandyVendingMachine:1#toString:3, machineDef=""Current state of machine NoCoinState. Candies available 2"""
"main", "275", "CandyVendingMachine.java:74", "Line Step", "file=CandyVendingMachine.java, line=74"
"main", "276", "CandyVendingMachine.java:74", "Variable Write", "context=CandyVendingMachine:1#toString:3, result=""Current state of machine NoCoinState. Candies available 2"""
"main", "277", "CandyVendingMachine.java:74", "Method Exit", "returner=CandyVendingMachine:1#toString:3, value=""Current state of machine NoCoinState. Candies available 2"""
"main", "278", "CandyVendingMachineTest.java:11", "Method Exit", "returner=Ljava/lang/String;.valueOf(Ljava/lang/Object;), value=<void>"
"main", "279", "CandyVendingMachineTest.java:11", "Method Exit", "returner=Ljava/lang/String;.valueOf(Ljava/lang/Object;), value=<void>"
"main", "280", "SYSTEM", "Method Returned", ""
